WEEK,LGCL_DM,START,END,DIFF,DIFF_MINS,DIFF_SEC,TOTAL_JOB,CLIENT,DIM,COMP,TOTAL
2083,ALBRTSNS_M,  Mon Aug  5 02:22:19 CDT 2019,  Mon Aug  5 02:33:49 CDT 2019,00:11:30,11,690,0,0,0,0,0
2084,ALBRTSNS_M,  Mon Aug 12 04:29:02 CDT 2019,  Mon Aug 12 04:38:16 CDT 2019,00:09:14,9,554,0,0,0,0,0
2085,ALBRTSNS_M,  Tue Aug 20 15:34:02 CDT 2019,  Tue Aug 20 15:41:29 CDT 2019,00:07:27,7,447,0,0,0,0,0
2086,ALBRTSNS_M,  Mon Aug 26 01:39:07 CDT 2019,  Mon Aug 26 01:48:10 CDT 2019,00:09:03,9,543,0,0,0,0,0
2087,ALBRTSNS_M,  Mon Sep  2 04:23:14 CDT 2019,  Mon Sep  2 04:35:57 CDT 2019,00:12:43,12,763,0,0,0,0,0
2088,ALBRTSNS_M,  Mon Sep  9 06:13:22 CDT 2019,  Mon Sep  9 06:19:52 CDT 2019,00:06:30,6,390,0,0,0,0,0
2089,ALBRTSNS_M,  Mon Sep 16 02:47:29 CDT 2019,  Mon Sep 16 02:58:08 CDT 2019,00:10:39,10,639,0,0,0,0,0
2090,ALBRTSNS_M,  Mon Sep 23 04:48:08 CDT 2019,  Mon Sep 23 04:57:56 CDT 2019,00:09:48,9,588,0,0,0,0,0
2091,ALBRTSNS_M,  Mon Sep 30 01:41:43 CDT 2019,  Mon Sep 30 01:47:11 CDT 2019,00:05:28,5,328,0,0,0,0,0
2092,ALBRTSNS_M,  Mon Oct  7 02:33:32 CDT 2019,  Mon Oct  7 02:46:08 CDT 2019,00:12:36,12,756,325,2,14,81,422
2093,ALBRTSNS_M,  Mon Oct 14 02:29:46 CDT 2019,  Mon Oct 14 02:42:36 CDT 2019,00:12:50,12,770,291,2,14,75,382
2094,ALBRTSNS_M,  Mon Oct 21 01:47:47 CDT 2019,  Mon Oct 21 01:53:24 CDT 2019,00:05:37,5,337,291,2,14,75,382
2095,ALBRTSNS_M,  Mon Oct 28 01:21:52 CDT 2019,  Mon Oct 28 01:31:07 CDT 2019,00:09:15,9,555,291,2,14,75,382
2096,ALBRTSNS_M,  Mon Nov  4 03:50:21 CST 2019,  Mon Nov  4 03:57:13 CST 2019,00:06:52,6,412,325,2,14,81,422
2097,ALBRTSNS_M,  Mon Nov 11 01:38:22 CST 2019,  Mon Nov 11 01:45:16 CST 2019,00:06:54,6,414,291,2,14,75,382
2098,ALBRTSNS_M,  Mon Nov 18 01:32:02 CST 2019,  Mon Nov 18 01:43:21 CST 2019,00:11:19,11,679,292,2,14,75,383
2099,ALBRTSNS_M,  Mon Nov 25 01:27:08 CST 2019,  Mon Nov 25 01:34:40 CST 2019,00:07:32,7,452,296,2,14,79,391
2100,ALBRTSNS_M,  Mon Dec  2 01:24:28 CST 2019,  Mon Dec  2 01:31:31 CST 2019,00:07:03,7,423,330,2,14,85,431
2101,ALBRTSNS_M,  Mon Dec  9 01:28:25 CST 2019,  Mon Dec  9 01:35:07 CST 2019,00:06:42,6,402,296,2,14,79,391
2102,ALBRTSNS_M,  Mon Dec 16 02:10:24 CST 2019,  Mon Dec 16 02:18:07 CST 2019,00:07:43,7,463,296,2,14,79,391
2103,ALBRTSNS_M,  Mon Dec 23 01:33:34 CST 2019,  Mon Dec 23 01:41:44 CST 2019,00:08:10,8,490,296,2,14,79,391
2104,ALBRTSNS_M,  Mon Dec 30 01:54:21 CST 2019,  Mon Dec 30 02:09:23 CST 2019,00:15:02,15,902,451,2,19,112,584
2105,ALBRTSNS_M,  Mon Jan  6 01:50:45 CST 2020,  Mon Jan  6 02:00:17 CST 2020,00:09:32,9,572,432,2,20,106,560
2106,ALBRTSNS_M,  Mon Jan 13 01:23:40 CST 2020,  Mon Jan 13 01:32:52 CST 2020,00:09:12,9,552,432,2,20,106,560
2019,ALTRIA_M, Wed May 16 13:38:13 CDT 2018, Wed May 16 13:43:30 CDT 2018,00:05:17,5,317,0,0,0,0,0
2031,ALTRIA_M, Wed Aug  8 01:14:00 CDT 2018, Wed Aug  8 01:30:14 CDT 2018,00:16:14,16,974,0,0,0,0,0
2032,ALTRIA_M, Mon Aug 13 18:22:54 CDT 2018, Mon Aug 13 18:35:19 CDT 2018,00:12:25,12,745,0,0,0,0,0
2033,ALTRIA_M, Tue Aug 21 15:45:16 CDT 2018, Tue Aug 21 15:57:44 CDT 2018,00:12:28,12,748,0,0,0,0,0
2034,ALTRIA_M, Wed Aug 29 15:01:28 CDT 2018, Wed Aug 29 15:12:44 CDT 2018,00:11:16,11,676,0,0,0,0,0
2035,ALTRIA_M, Wed Sep  5 22:19:40 CDT 2018, Wed Sep  5 22:23:46 CDT 2018,00:04:06,4,246,0,0,0,0,0
2100,ALTRIA_RC,  Thu Dec  5 10:06:15 CST 2019,  Thu Dec  5 10:07:31 CST 2019,00:01:16,1,76,12,1,1,6,20
2101,ALTRIA_RC,  Tue Dec 10 10:42:28 CST 2019,  Tue Dec 10 10:45:36 CST 2019,00:03:08,3,188,128,2,5,18,153
2102,ALTRIA_RC,  Mon Dec 16 19:38:53 CST 2019,  Mon Dec 16 19:41:48 CST 2019,00:02:55,2,175,128,2,5,18,153
2103,ALTRIA_RC,  Tue Dec 24 15:44:33 CST 2019,  Tue Dec 24 15:47:33 CST 2019,00:03:00,3,180,128,2,5,18,153
2104,ALTRIA_RC,  Mon Dec 30 14:32:33 CST 2019,  Mon Dec 30 14:38:10 CST 2019,00:05:37,5,337,286,2,14,79,381
2105,ALTRIA_RC,  Tue Jan  7 12:21:50 CST 2020,  Tue Jan  7 12:25:01 CST 2020,00:03:11,3,191,128,2,5,18,153
2106,ALTRIA_RC,  Mon Jan 13 09:37:13 CST 2020,  Mon Jan 13 09:40:48 CST 2020,00:03:35,3,215,128,2,5,18,153
2033,ALTRIA_RTLR, Tue Aug 21 15:31:07 CDT 2018, Tue Aug 21 15:37:38 CDT 2018,00:06:31,6,391,0,0,0,0,0
2033,ALTRIA_SHIP_M, Tue Aug 21 15:37:39 CDT 2018, Tue Aug 21 15:43:40 CDT 2018,00:06:01,6,361,0,0,0,0,0
2034,ALTRIA_SHIP_M, Wed Aug 29 15:25:54 CDT 2018, Wed Aug 29 15:59:33 CDT 2018,00:33:39,33,2019,0,0,0,0,0
2035,ALTRIA_SHIP_M, Wed Sep  5 22:19:50 CDT 2018, Wed Sep  5 22:41:02 CDT 2018,00:21:12,21,1272,0,0,0,0,0
2036,ALTRIA_SHIP_M, Wed Sep 12 01:01:24 CDT 2018, Wed Sep 12 01:39:56 CDT 2018,00:38:32,38,2312,0,0,0,0,0
2037,ALTRIA_SHIP_M, Tue Sep 18 21:00:46 CDT 2018, Tue Sep 18 21:21:05 CDT 2018,00:20:19,20,1219,0,0,0,0,0
2038,ALTRIA_SHIP_M, Mon Sep 24 14:05:26 CDT 2018, Mon Sep 24 14:28:37 CDT 2018,00:23:11,23,1391,0,0,0,0,0
2039,ALTRIA_SHIP_M, Tue Oct  2 23:08:09 CDT 2018, Tue Oct  2 23:44:05 CDT 2018,00:35:56,35,2156,0,0,0,0,0
2040,ALTRIA_SHIP_M, Mon Oct  8 18:02:04 CDT 2018, Mon Oct  8 18:46:19 CDT 2018,00:44:15,44,2655,0,0,0,0,0
2041,ALTRIA_SHIP_M, Mon Oct 15 13:10:57 CDT 2018, Mon Oct 15 13:39:37 CDT 2018,00:28:40,28,1720,0,0,0,0,0
2042,ALTRIA_SHIP_M, Tue Oct 23 11:02:37 CDT 2018, Tue Oct 23 11:25:33 CDT 2018,00:22:56,22,1376,0,0,0,0,0
2043,ALTRIA_SHIP_M, Tue Oct 30 19:18:05 CDT 2018, Tue Oct 30 19:45:54 CDT 2018,00:27:49,27,1669,0,0,0,0,0
2044,ALTRIA_SHIP_M, Tue Nov  6 16:06:33 CST 2018, Tue Nov  6 16:48:35 CST 2018,00:42:02,42,2522,0,0,0,0,0
2045,ALTRIA_SHIP_M, Tue Nov 13 09:17:53 CST 2018, Tue Nov 13 09:47:19 CST 2018,00:29:26,29,1766,0,0,0,0,0
2046,ALTRIA_SHIP_M,  Tue Nov 20 00:44:08 CST 2018,  Tue Nov 20 01:15:16 CST 2018,00:31:08,31,1868,0,0,0,0,0
2047,ALTRIA_SHIP_M,  Tue Nov 27 02:05:40 CST 2018,  Tue Nov 27 02:27:21 CST 2018,00:21:41,21,1301,0,0,0,0,0
2048,ALTRIA_SHIP_M,  Tue Dec  4 11:41:38 CST 2018,  Tue Dec  4 12:48:30 CST 2018,01:06:52,66,4012,0,0,0,0,0
2049,ALTRIA_SHIP_M,  Tue Dec 11 06:45:42 CST 2018,  Tue Dec 11 06:59:45 CST 2018,00:14:03,14,843,0,0,0,0,0
2050,ALTRIA_SHIP_M,  Mon Dec 17 14:47:05 CST 2018,  Mon Dec 17 15:03:06 CST 2018,00:16:01,16,961,0,0,0,0,0
2051,ALTRIA_SHIP_M,  Mon Dec 24 18:12:50 CST 2018,  Mon Dec 24 18:31:01 CST 2018,00:18:11,18,1091,0,0,0,0,0
2052,ALTRIA_SHIP_M,  Mon Dec 31 15:40:19 CST 2018,  Mon Dec 31 16:08:28 CST 2018,00:28:09,28,1689,0,0,0,0,0
2053,ALTRIA_SHIP_M,  Tue Jan  8 04:48:13 CST 2019,  Tue Jan  8 05:04:36 CST 2019,00:16:23,16,983,0,0,0,0,0
2054,ALTRIA_SHIP_M,  Tue Jan 15 00:34:44 CST 2019,  Tue Jan 15 00:50:58 CST 2019,00:16:14,16,974,0,0,0,0,0
2055,ALTRIA_SHIP_M,  Mon Jan 21 07:37:51 CST 2019,  Mon Jan 21 08:06:44 CST 2019,00:28:53,28,1733,0,0,0,0,0
2056,ALTRIA_SHIP_M,  Mon Jan 28 06:10:18 CST 2019,  Mon Jan 28 06:42:37 CST 2019,00:32:19,32,1939,0,0,0,0,0
2057,ALTRIA_SHIP_M,  Mon Feb  4 09:02:59 CST 2019,  Mon Feb  4 09:14:34 CST 2019,00:11:35,11,695,0,0,0,0,0
2058,ALTRIA_SHIP_M,  Mon Feb 11 07:14:18 CST 2019,  Mon Feb 11 07:21:32 CST 2019,00:07:14,7,434,0,0,0,0,0
2059,ALTRIA_SHIP_M,  Mon Feb 18 05:46:33 CST 2019,  Mon Feb 18 05:52:55 CST 2019,00:06:22,6,382,0,0,0,0,0
2060,ALTRIA_SHIP_M,  Mon Feb 25 08:36:28 CST 2019,  Mon Feb 25 08:46:54 CST 2019,00:10:26,10,626,0,0,0,0,0
2061,ALTRIA_SHIP_M,  Mon Mar  4 04:59:50 CST 2019,  Mon Mar  4 05:06:31 CST 2019,00:06:41,6,401,0,0,0,0,0
2062,ALTRIA_SHIP_M,  Mon Mar 11 10:37:52 CDT 2019,  Mon Mar 11 10:45:33 CDT 2019,00:07:41,7,461,0,0,0,0,0
2063,ALTRIA_SHIP_M,  Mon Mar 18 04:53:44 CDT 2019,  Mon Mar 18 05:00:17 CDT 2019,00:06:33,6,393,0,0,0,0,0
2064,ALTRIA_SHIP_M,  Mon Mar 25 05:02:06 CDT 2019,  Mon Mar 25 05:12:58 CDT 2019,00:10:52,10,652,0,0,0,0,0
2065,ALTRIA_SHIP_M,  Mon Apr  1 08:11:39 CDT 2019,  Mon Apr  1 08:20:14 CDT 2019,00:08:35,8,515,0,0,0,0,0
2066,ALTRIA_SHIP_M,  Mon Apr  8 07:30:28 CDT 2019,  Mon Apr  8 07:37:47 CDT 2019,00:07:19,7,439,0,0,0,0,0
2067,ALTRIA_SHIP_M,  Tue Apr 16 12:10:43 CDT 2019,  Tue Apr 16 12:17:14 CDT 2019,00:06:31,6,391,0,0,0,0,0
2068,ALTRIA_SHIP_M,  Mon Apr 22 13:32:09 CDT 2019,  Mon Apr 22 13:38:49 CDT 2019,00:06:40,6,400,0,0,0,0,0
2069,ALTRIA_SHIP_M,  Mon Apr 29 09:39:29 CDT 2019,  Mon Apr 29 09:49:06 CDT 2019,00:09:37,9,577,0,0,0,0,0
2070,ALTRIA_SHIP_M,  Mon May  6 06:38:00 CDT 2019,  Mon May  6 06:44:05 CDT 2019,00:06:05,6,365,0,0,0,0,0
2071,ALTRIA_SHIP_M,  Mon May 13 08:48:06 CDT 2019,  Mon May 13 08:52:52 CDT 2019,00:04:46,4,286,0,0,0,0,0
2072,ALTRIA_SHIP_M,  Mon May 20 07:04:51 CDT 2019,  Mon May 20 07:11:41 CDT 2019,00:06:50,6,410,0,0,0,0,0
2073,ALTRIA_SHIP_M,  Mon May 27 08:13:17 CDT 2019,  Mon May 27 08:20:08 CDT 2019,00:06:51,6,411,0,0,0,0,0
2074,ALTRIA_SHIP_M,  Mon Jun  3 05:11:52 CDT 2019,  Mon Jun  3 05:18:09 CDT 2019,00:06:17,6,377,0,0,0,0,0
2075,ALTRIA_SHIP_M,  Mon Jun 10 03:46:26 CDT 2019,  Mon Jun 10 03:51:58 CDT 2019,00:05:32,5,332,0,0,0,0,0
2076,ALTRIA_SHIP_M,  Mon Jun 17 02:50:47 CDT 2019,  Mon Jun 17 02:57:34 CDT 2019,00:06:47,6,407,0,0,0,0,0
2077,ALTRIA_SHIP_M,  Mon Jun 24 01:46:59 CDT 2019,  Mon Jun 24 01:51:38 CDT 2019,00:04:39,4,279,0,0,0,0,0
2078,ALTRIA_SHIP_M,  Mon Jul  1 06:40:30 CDT 2019,  Mon Jul  1 06:47:18 CDT 2019,00:06:48,6,408,0,0,0,0,0
2079,ALTRIA_SHIP_M,  Mon Jul  8 05:49:33 CDT 2019,  Mon Jul  8 05:55:16 CDT 2019,00:05:43,5,343,0,0,0,0,0
2080,ALTRIA_SHIP_M,  Mon Jul 15 02:06:59 CDT 2019,  Mon Jul 15 02:13:57 CDT 2019,00:06:58,6,418,0,0,0,0,0
2081,ALTRIA_SHIP_M,  Mon Jul 22 01:25:14 CDT 2019,  Mon Jul 22 01:33:24 CDT 2019,00:08:10,8,490,0,0,0,0,0
2082,ALTRIA_SHIP_M,  Mon Jul 29 05:02:32 CDT 2019,  Mon Jul 29 05:11:22 CDT 2019,00:08:50,8,530,0,0,0,0,0
2083,ALTRIA_SHIP_M,  Mon Aug  5 02:23:10 CDT 2019,  Mon Aug  5 02:30:10 CDT 2019,00:07:00,7,420,0,0,0,0,0
2084,ALTRIA_SHIP_M,  Mon Aug 12 04:29:09 CDT 2019,  Mon Aug 12 04:33:36 CDT 2019,00:04:27,4,267,0,0,0,0,0
2086,ALTRIA_SHIP_M,  Mon Aug 26 01:43:51 CDT 2019,  Mon Aug 26 01:53:08 CDT 2019,00:09:17,9,557,0,0,0,0,0
2087,ALTRIA_SHIP_M,  Mon Sep  2 04:24:18 CDT 2019,  Mon Sep  2 04:32:38 CDT 2019,00:08:20,8,500,0,0,0,0,0
2088,ALTRIA_SHIP_M,  Mon Sep  9 06:13:43 CDT 2019,  Mon Sep  9 06:17:54 CDT 2019,00:04:11,4,251,0,0,0,0,0
2089,ALTRIA_SHIP_M,  Mon Sep 16 02:47:39 CDT 2019,  Mon Sep 16 02:54:26 CDT 2019,00:06:47,6,407,0,0,0,0,0
2090,ALTRIA_SHIP_M,  Mon Sep 23 05:16:24 CDT 2019,  Mon Sep 23 05:20:34 CDT 2019,00:04:10,4,250,0,0,0,0,0
2091,ALTRIA_SHIP_M,  Mon Sep 30 01:42:38 CDT 2019,  Mon Sep 30 01:48:32 CDT 2019,00:05:54,5,354,0,0,0,0,0
2092,ALTRIA_SHIP_M,  Mon Oct  7 02:33:58 CDT 2019,  Mon Oct  7 02:39:41 CDT 2019,00:05:43,5,343,140,2,5,19,166
2093,ALTRIA_SHIP_M,  Mon Oct 14 02:29:46 CDT 2019,  Mon Oct 14 02:36:35 CDT 2019,00:06:49,6,409,140,2,5,19,166
2094,ALTRIA_SHIP_M,  Mon Oct 21 01:48:07 CDT 2019,  Mon Oct 21 01:51:20 CDT 2019,00:03:13,3,193,140,2,5,19,166
2095,ALTRIA_SHIP_M,  Mon Oct 28 01:22:05 CDT 2019,  Mon Oct 28 01:32:04 CDT 2019,00:09:59,9,599,317,2,16,87,422
2096,ALTRIA_SHIP_M,  Mon Nov  4 03:50:21 CST 2019,  Mon Nov  4 03:53:57 CST 2019,00:03:36,3,216,140,2,5,19,166
2097,ALTRIA_SHIP_M,  Mon Nov 11 01:38:29 CST 2019,  Mon Nov 11 01:41:54 CST 2019,00:03:25,3,205,140,2,5,19,166
2098,ALTRIA_SHIP_M,  Mon Nov 18 01:32:26 CST 2019,  Mon Nov 18 01:38:51 CST 2019,00:06:25,6,385,141,2,5,19,167
2099,ALTRIA_SHIP_M,  Mon Nov 25 01:27:59 CST 2019,  Mon Nov 25 01:39:37 CST 2019,00:11:38,11,698,463,2,22,133,620
2100,ALTRIA_SHIP_M,  Mon Dec  2 01:25:12 CST 2019,  Mon Dec  2 01:28:36 CST 2019,00:03:24,3,204,141,2,5,19,167
2101,ALTRIA_SHIP_M,  Mon Dec  9 01:29:03 CST 2019,  Mon Dec  9 01:33:17 CST 2019,00:04:14,4,254,141,2,5,19,167
2102,ALTRIA_SHIP_M,  Mon Dec 16 02:10:39 CST 2019,  Mon Dec 16 02:14:33 CST 2019,00:03:54,3,234,141,2,5,19,167
2103,ALTRIA_SHIP_M,  Mon Dec 23 01:33:34 CST 2019,  Mon Dec 23 01:37:30 CST 2019,00:03:56,3,236,141,2,5,19,167
2104,ALTRIA_SHIP_M,  Mon Dec 30 01:54:31 CST 2019,  Mon Dec 30 02:05:17 CST 2019,00:10:46,10,646,320,2,16,89,427
2105,ALTRIA_SHIP_M,  Mon Jan  6 01:50:45 CST 2020,  Mon Jan  6 01:54:16 CST 2020,00:03:31,3,211,141,2,5,19,167
2106,ALTRIA_SHIP_M,  Mon Jan 13 01:23:40 CST 2020,  Mon Jan 13 01:27:17 CST 2020,00:03:37,3,217,141,2,5,19,167
2039,ALTRIA_TLOG, Wed Oct  3 01:26:45 CDT 2018, Wed Oct  3 01:43:45 CDT 2018,00:17:00,17,1020,0,0,0,0,0
1940,ALTRIA_V18, Wed Nov  9 14:28:58 CST 2016, Wed Nov  9 14:42:44 CST 2016,00:13:46,13,826,0,0,0,0,0
1941,ALTRIA_V18, Thu Nov 17 03:57:04 CST 2016, Thu Nov 17 04:17:00 CST 2016,00:19:56,19,1196,0,0,0,0,0
1942,ALTRIA_V18, Wed Nov 23 09:48:33 CST 2016, Wed Nov 23 09:53:10 CST 2016,00:04:37,4,277,0,0,0,0,0
1943,ALTRIA_V18, Tue Nov 29 14:21:20 CST 2016, Tue Nov 29 14:36:17 CST 2016,00:14:57,14,897,0,0,0,0,0
1944,ALTRIA_V18, Thu Dec  8 20:55:51 CST 2016, Thu Dec  8 21:10:07 CST 2016,00:14:16,14,856,0,0,0,0,0
1945,ALTRIA_V18, Thu Dec 15 03:30:12 CST 2016, Thu Dec 15 03:53:17 CST 2016,00:23:05,23,1385,0,0,0,0,0
1946,ALTRIA_V18, Fri Dec 23 00:26:54 CST 2016, Fri Dec 23 00:41:33 CST 2016,00:14:39,14,879,0,0,0,0,0
1947,ALTRIA_V18, Thu Dec 29 04:11:42 CST 2016, Thu Dec 29 04:29:08 CST 2016,00:17:26,17,1046,0,0,0,0,0
2000,ALTRIA_V18, Tue Jan  2 01:53:14 CST 2018, Tue Jan  2 02:26:08 CST 2018,00:32:54,32,1974,0,0,0,0,0
2001,ALTRIA_V18, Tue Jan  9 22:04:37 CST 2018, Tue Jan  9 22:35:31 CST 2018,00:30:54,30,1854,0,0,0,0,0
2002,ALTRIA_V18, Mon Jan 15 22:57:44 CST 2018, Mon Jan 15 23:14:13 CST 2018,00:16:29,16,989,0,0,0,0,0
2003,ALTRIA_V18, Tue Jan 23 23:07:24 CST 2018, Tue Jan 23 23:22:03 CST 2018,00:14:39,14,879,0,0,0,0,0
2004,ALTRIA_V18, Tue Jan 30 20:41:35 CST 2018, Tue Jan 30 21:08:06 CST 2018,00:26:31,26,1591,0,0,0,0,0
2005,ALTRIA_V18, Wed Feb  7 12:56:12 CST 2018, Wed Feb  7 13:22:49 CST 2018,00:26:37,26,1597,0,0,0,0,0
2006,ALTRIA_V18, Tue Feb 13 08:29:37 CST 2018, Tue Feb 13 08:43:35 CST 2018,00:13:58,13,838,0,0,0,0,0
2007,ALTRIA_V18, Wed Feb 21 01:02:49 CST 2018, Wed Feb 21 01:16:52 CST 2018,00:14:03,14,843,0,0,0,0,0
2008,ALTRIA_V18, Tue Feb 27 22:44:46 CST 2018, Tue Feb 27 23:00:02 CST 2018,00:15:16,15,916,0,0,0,0,0
2009,ALTRIA_V18, Wed Mar  7 20:20:02 CST 2018, Wed Mar  7 20:38:46 CST 2018,00:18:44,18,1124,0,0,0,0,0
2010,ALTRIA_V18, Wed Mar 14 09:18:41 CDT 2018, Wed Mar 14 09:29:32 CDT 2018,00:10:51,10,651,0,0,0,0,0
2011,ALTRIA_V18, Wed Mar 21 00:28:54 CDT 2018, Wed Mar 21 00:51:17 CDT 2018,00:22:23,22,1343,0,0,0,0,0
2012,ALTRIA_V18, Tue Mar 27 15:11:02 CDT 2018, Tue Mar 27 15:26:28 CDT 2018,00:15:26,15,926,0,0,0,0,0
2013,ALTRIA_V18, Wed Apr  4 21:05:15 CDT 2018, Wed Apr  4 21:30:45 CDT 2018,00:25:30,25,1530,0,0,0,0,0
2014,ALTRIA_V18, Tue Apr 10 19:03:17 CDT 2018, Tue Apr 10 19:16:09 CDT 2018,00:12:52,12,772,0,0,0,0,0
2015,ALTRIA_V18, Tue Apr 17 15:29:54 CDT 2018, Tue Apr 17 15:42:44 CDT 2018,00:12:50,12,770,0,0,0,0,0
2016,ALTRIA_V18, Tue Apr 24 23:06:41 CDT 2018, Tue Apr 24 23:23:20 CDT 2018,00:16:39,16,999,0,0,0,0,0
2017,ALTRIA_V18, Tue May  1 01:40:18 CDT 2018, Tue May  1 01:59:17 CDT 2018,00:18:59,18,1139,0,0,0,0,0
2018,ALTRIA_V18, Tue May  8 06:45:09 CDT 2018, Tue May  8 06:58:12 CDT 2018,00:13:03,13,783,0,0,0,0,0
2019,ALTRIA_V18, Wed May 16 13:11:31 CDT 2018, Wed May 16 13:30:25 CDT 2018,00:18:54,18,1134,0,0,0,0,0
2020,ALTRIA_V18, Thu May 24 22:43:14 CDT 2018, Thu May 24 22:56:19 CDT 2018,00:13:05,13,785,0,0,0,0,0
2021,ALTRIA_V18, Thu May 31 01:31:12 CDT 2018, Thu May 31 01:51:08 CDT 2018,00:19:56,19,1196,0,0,0,0,0
2022,ALTRIA_V18, Wed Jun  6 23:30:20 CDT 2018, Wed Jun  6 23:39:53 CDT 2018,00:09:33,9,573,0,0,0,0,0
2023,ALTRIA_V18, Mon Jun 11 14:02:34 CDT 2018, Mon Jun 11 14:13:17 CDT 2018,00:10:43,10,643,0,0,0,0,0
2024,ALTRIA_V18, Tue Jun 19 06:07:52 CDT 2018, Tue Jun 19 06:22:43 CDT 2018,00:14:51,14,891,0,0,0,0,0
2025,ALTRIA_V18, Tue Jun 26 22:27:34 CDT 2018, Tue Jun 26 22:53:39 CDT 2018,00:26:05,26,1565,0,0,0,0,0
2026,ALTRIA_V18, Wed Jul  4 04:38:59 CDT 2018, Wed Jul  4 05:13:31 CDT 2018,00:34:32,34,2072,0,0,0,0,0
2027,ALTRIA_V18, Mon Jul  9 15:23:16 CDT 2018, Mon Jul  9 15:32:34 CDT 2018,00:09:18,9,558,0,0,0,0,0
2028,ALTRIA_V18, Mon Jul 16 17:06:26 CDT 2018, Mon Jul 16 17:15:28 CDT 2018,00:09:02,9,542,0,0,0,0,0
2029,ALTRIA_V18, Tue Jul 24 16:34:41 CDT 2018, Tue Jul 24 16:44:16 CDT 2018,00:09:35,9,575,0,0,0,0,0
2030,ALTRIA_V18, Tue Jul 31 06:19:21 CDT 2018, Tue Jul 31 06:36:48 CDT 2018,00:17:27,17,1047,0,0,0,0,0
2031,ALTRIA_V18, Wed Aug  8 05:55:47 CDT 2018, Wed Aug  8 05:58:23 CDT 2018,00:02:36,2,156,0,0,0,0,0
2032,ALTRIA_V18, Mon Aug 13 16:18:58 CDT 2018, Mon Aug 13 16:21:49 CDT 2018,00:02:51,2,171,0,0,0,0,0
2033,ALTRIA_V18, Tue Aug 21 15:43:41 CDT 2018, Tue Aug 21 15:46:29 CDT 2018,00:02:48,2,168,0,0,0,0,0
2034,ALTRIA_V18, Wed Aug 29 15:03:59 CDT 2018, Wed Aug 29 15:25:52 CDT 2018,00:21:53,21,1313,0,0,0,0,0
2035,ALTRIA_V18, Wed Sep  5 22:20:04 CDT 2018, Wed Sep  5 22:23:55 CDT 2018,00:03:51,3,231,0,0,0,0,0
2039,ALTRIA_V18, Wed Oct  3 01:26:55 CDT 2018, Wed Oct  3 01:36:54 CDT 2018,00:09:59,9,599,0,0,0,0,0
1941,ASCDM1, Fri Nov 18 04:51:52 CST 2016, Fri Nov 18 04:53:51 CST 2016,00:01:59,1,119,0,0,0,0,0
1942,ASCDM1, Fri Nov 25 01:54:11 CST 2016, Fri Nov 25 01:55:44 CST 2016,00:01:33,1,93,0,0,0,0,0
1943,ASCDM1, Fri Dec  2 04:38:43 CST 2016, Fri Dec  2 04:40:39 CST 2016,00:01:56,1,116,0,0,0,0,0
1944,ASCDM1, Thu Dec  8 22:46:42 CST 2016, Thu Dec  8 22:48:26 CST 2016,00:01:44,1,104,0,0,0,0,0
1945,ASCDM1, Sat Dec 17 10:36:00 CST 2016, Sat Dec 17 10:38:12 CST 2016,00:02:12,2,132,0,0,0,0,0
1946,ASCDM1, Thu Dec 22 08:47:31 CST 2016, Thu Dec 22 08:49:10 CST 2016,00:01:39,1,99,0,0,0,0,0
1947,ASCDM1, Thu Dec 29 05:34:14 CST 2016, Thu Dec 29 05:36:11 CST 2016,00:01:57,1,117,0,0,0,0,0
2000,ASCDM1, Tue Jan  2 18:45:27 CST 2018, Tue Jan  2 18:47:10 CST 2018,00:01:43,1,103,0,0,0,0,0
2009,ASCDM1, Wed Mar  7 21:11:26 CST 2018, Wed Mar  7 21:13:01 CST 2018,00:01:35,1,95,0,0,0,0,0
2011,ASCDM1, Wed Mar 21 03:28:02 CDT 2018, Wed Mar 21 03:29:50 CDT 2018,00:01:48,1,108,0,0,0,0,0
2012,ASCDM1, Wed Mar 28 18:36:50 CDT 2018, Wed Mar 28 18:39:35 CDT 2018,00:02:45,2,165,0,0,0,0,0
2020,ASCDM1, Thu May 24 22:58:03 CDT 2018, Thu May 24 22:59:42 CDT 2018,00:01:39,1,99,0,0,0,0,0
2039,ASCDM1, Wed Oct  3 15:29:26 CDT 2018, Wed Oct  3 15:31:02 CDT 2018,00:01:36,1,96,0,0,0,0,0
1941,ASCDM2, Fri Nov 18 04:53:19 CST 2016, Fri Nov 18 04:54:59 CST 2016,00:01:40,1,100,0,0,0,0,0
1943,ASCDM2, Fri Dec  2 04:39:40 CST 2016, Fri Dec  2 04:41:14 CST 2016,00:01:34,1,94,0,0,0,0,0
1944,ASCDM2, Thu Dec  8 22:54:20 CST 2016, Thu Dec  8 22:55:49 CST 2016,00:01:29,1,89,0,0,0,0,0
1945,ASCDM2, Sat Dec 17 09:57:23 CST 2016, Sat Dec 17 09:58:59 CST 2016,00:01:36,1,96,0,0,0,0,0
1946,ASCDM2, Thu Dec 22 08:52:54 CST 2016, Thu Dec 22 08:54:26 CST 2016,00:01:32,1,92,0,0,0,0,0
1947,ASCDM2, Thu Dec 29 06:08:48 CST 2016, Thu Dec 29 06:10:23 CST 2016,00:01:35,1,95,0,0,0,0,0
1941,ASCDM3, Fri Nov 18 05:03:28 CST 2016, Fri Nov 18 05:05:00 CST 2016,00:01:32,1,92,0,0,0,0,0
