WEEK,LGCL_DM,START,END,DIFF,DIFF_MINS,DIFF_SEC,TOTAL_JOB,CLIENT,DIM,COMP,TOTAL
2096,UTZQUAFD_M,  Mon Nov  4 04:28:16 CST 2019,  Mon Nov  4 04:32:44 CST 2019,00:04:28,4,268,119,2,4,28,153
2097,UTZQUAFD_M,  Mon Nov 11 01:58:38 CST 2019,  Mon Nov 11 02:01:05 CST 2019,00:02:27,2,147,59,2,4,16,81
2098,UTZQUAFD_M,  Mon Nov 18 01:54:53 CST 2019,  Mon Nov 18 01:57:39 CST 2019,00:02:46,2,166,60,2,4,16,82
2099,UTZQUAFD_M,  Mon Nov 25 01:54:20 CST 2019,  Mon Nov 25 01:57:38 CST 2019,00:03:18,3,198,60,2,4,16,82
2100,UTZQUAFD_M,  Mon Dec  2 01:50:28 CST 2019,  Mon Dec  2 01:53:18 CST 2019,00:02:50,2,170,83,2,3,19,107
2101,UTZQUAFD_M,  Mon Dec  9 02:20:53 CST 2019,  Mon Dec  9 02:22:59 CST 2019,00:02:06,2,126,53,2,3,13,71
2102,UTZQUAFD_M,  Mon Dec 16 02:42:31 CST 2019,  Mon Dec 16 02:45:47 CST 2019,00:03:16,3,196,53,2,3,13,71
2103,UTZQUAFD_M,  Mon Dec 23 01:59:11 CST 2019,  Mon Dec 23 02:02:14 CST 2019,00:03:03,3,183,53,2,3,13,71
2104,UTZQUAFD_M,  Mon Dec 30 02:27:09 CST 2019,  Mon Dec 30 02:30:16 CST 2019,00:03:07,3,187,83,2,3,19,107
2105,UTZQUAFD_M,  Mon Jan  6 02:12:00 CST 2020,  Mon Jan  6 02:14:28 CST 2020,00:02:28,2,148,53,2,3,13,71
2106,UTZQUAFD_M,  Mon Jan 13 01:59:05 CST 2020,  Mon Jan 13 02:01:34 CST 2020,00:02:29,2,149,53,2,3,13,71
2033,WALMART_M, Tue Aug 21 17:44:05 CDT 2018, Tue Aug 21 17:52:58 CDT 2018,00:08:53,8,533,0,0,0,0,0
2034,WALMART_M, Thu Aug 30 02:48:12 CDT 2018, Thu Aug 30 03:06:27 CDT 2018,00:18:15,18,1095,0,0,0,0,0
2035,WALMART_M, Wed Sep  5 13:17:43 CDT 2018, Wed Sep  5 13:37:38 CDT 2018,00:19:55,19,1195,0,0,0,0,0
2036,WALMART_M, Wed Sep 12 17:37:13 CDT 2018, Wed Sep 12 17:58:07 CDT 2018,00:20:54,20,1254,0,0,0,0,0
2037,WALMART_M, Thu Sep 20 09:52:23 CDT 2018, Thu Sep 20 10:09:09 CDT 2018,00:16:46,16,1006,0,0,0,0,0
2038,WALMART_M, Wed Sep 26 04:21:20 CDT 2018, Wed Sep 26 04:41:19 CDT 2018,00:19:59,19,1199,0,0,0,0,0
2039,WALMART_M, Wed Oct  3 03:01:55 CDT 2018, Wed Oct  3 03:49:07 CDT 2018,00:47:12,47,2832,0,0,0,0,0
2040,WALMART_M, Mon Oct  8 21:04:10 CDT 2018, Mon Oct  8 21:36:48 CDT 2018,00:32:38,32,1958,0,0,0,0,0
2041,WALMART_M, Mon Oct 15 13:40:33 CDT 2018, Mon Oct 15 14:09:58 CDT 2018,00:29:25,29,1765,0,0,0,0,0
2042,WALMART_M, Tue Oct 23 01:26:24 CDT 2018, Tue Oct 23 01:48:46 CDT 2018,00:22:22,22,1342,0,0,0,0,0
2043,WALMART_M, Wed Oct 31 00:54:33 CDT 2018, Wed Oct 31 01:18:38 CDT 2018,00:24:05,24,1445,0,0,0,0,0
2044,WALMART_M, Tue Nov  6 10:56:02 CST 2018, Tue Nov  6 11:29:58 CST 2018,00:33:56,33,2036,0,0,0,0,0
2045,WALMART_M, Tue Nov 13 08:13:46 CST 2018, Tue Nov 13 08:36:41 CST 2018,00:22:55,22,1375,0,0,0,0,0
2046,WALMART_M,  Mon Nov 19 22:18:36 CST 2018,  Mon Nov 19 22:37:51 CST 2018,00:19:15,19,1155,0,0,0,0,0
2047,WALMART_M,  Tue Nov 27 06:13:41 CST 2018,  Tue Nov 27 06:31:00 CST 2018,00:17:19,17,1039,0,0,0,0,0
2048,WALMART_M,  Tue Dec  4 11:57:25 CST 2018,  Tue Dec  4 12:35:53 CST 2018,00:38:28,38,2308,0,0,0,0,0
2049,WALMART_M,  Tue Dec 11 07:06:55 CST 2018,  Tue Dec 11 07:16:04 CST 2018,00:09:09,9,549,0,0,0,0,0
2050,WALMART_M,  Mon Dec 17 14:19:39 CST 2018,  Mon Dec 17 14:31:39 CST 2018,00:12:00,12,720,0,0,0,0,0
2051,WALMART_M,  Mon Dec 24 18:08:26 CST 2018,  Mon Dec 24 18:19:02 CST 2018,00:10:36,10,636,0,0,0,0,0
2052,WALMART_M,  Mon Dec 31 16:14:11 CST 2018,  Mon Dec 31 16:31:07 CST 2018,00:16:56,16,1016,0,0,0,0,0
2053,WALMART_M,  Tue Jan  8 04:31:10 CST 2019,  Tue Jan  8 04:49:08 CST 2019,00:17:58,17,1078,0,0,0,0,0
2054,WALMART_M,  Tue Jan 15 00:43:04 CST 2019,  Tue Jan 15 01:00:33 CST 2019,00:17:29,17,1049,0,0,0,0,0
2055,WALMART_M,  Mon Jan 21 07:37:53 CST 2019,  Mon Jan 21 08:03:24 CST 2019,00:25:31,25,1531,0,0,0,0,0
2056,WALMART_M,  Mon Jan 28 04:23:59 CST 2019,  Mon Jan 28 04:40:08 CST 2019,00:16:09,16,969,0,0,0,0,0
2057,WALMART_M,  Mon Feb  4 09:13:23 CST 2019,  Mon Feb  4 09:22:59 CST 2019,00:09:36,9,576,0,0,0,0,0
2058,WALMART_M,  Mon Feb 11 08:33:56 CST 2019,  Mon Feb 11 08:42:06 CST 2019,00:08:10,8,490,0,0,0,0,0
2059,WALMART_M,  Mon Feb 18 05:57:16 CST 2019,  Mon Feb 18 06:04:54 CST 2019,00:07:38,7,458,0,0,0,0,0
2060,WALMART_M,  Mon Feb 25 08:57:42 CST 2019,  Mon Feb 25 09:07:02 CST 2019,00:09:20,9,560,0,0,0,0,0
2061,WALMART_M,  Mon Mar  4 05:04:36 CST 2019,  Mon Mar  4 05:11:39 CST 2019,00:07:03,7,423,0,0,0,0,0
2062,WALMART_M,  Mon Mar 11 10:56:22 CDT 2019,  Mon Mar 11 11:03:19 CDT 2019,00:06:57,6,417,0,0,0,0,0
2063,WALMART_M,  Mon Mar 18 04:50:46 CDT 2019,  Mon Mar 18 04:58:14 CDT 2019,00:07:28,7,448,0,0,0,0,0
2064,WALMART_M,  Mon Mar 25 05:14:34 CDT 2019,  Mon Mar 25 05:24:59 CDT 2019,00:10:25,10,625,0,0,0,0,0
2065,WALMART_M,  Mon Apr  1 09:08:12 CDT 2019,  Mon Apr  1 09:16:24 CDT 2019,00:08:12,8,492,0,0,0,0,0
2066,WALMART_M,  Mon Apr  8 07:44:18 CDT 2019,  Mon Apr  8 07:52:39 CDT 2019,00:08:21,8,501,0,0,0,0,0
2067,WALMART_M,  Mon Apr 15 08:38:02 CDT 2019,  Mon Apr 15 08:45:38 CDT 2019,00:07:36,7,456,0,0,0,0,0
2068,WALMART_M,  Mon Apr 22 13:44:01 CDT 2019,  Mon Apr 22 13:51:24 CDT 2019,00:07:23,7,443,0,0,0,0,0
2069,WALMART_M,  Mon Apr 29 09:57:40 CDT 2019,  Mon Apr 29 10:07:04 CDT 2019,00:09:24,9,564,0,0,0,0,0
2070,WALMART_M,  Mon May  6 06:48:49 CDT 2019,  Mon May  6 06:56:43 CDT 2019,00:07:54,7,474,0,0,0,0,0
2071,WALMART_M,  Mon May 13 09:02:36 CDT 2019,  Mon May 13 09:15:15 CDT 2019,00:12:39,12,759,0,0,0,0,0
2072,WALMART_M,  Mon May 20 07:14:08 CDT 2019,  Mon May 20 07:20:19 CDT 2019,00:06:11,6,371,0,0,0,0,0
2073,WALMART_M,  Mon May 27 08:20:32 CDT 2019,  Mon May 27 08:27:32 CDT 2019,00:07:00,7,420,0,0,0,0,0
2074,WALMART_M,  Mon Jun  3 05:33:34 CDT 2019,  Mon Jun  3 05:43:00 CDT 2019,00:09:26,9,566,0,0,0,0,0
2075,WALMART_M,  Mon Jun 10 03:54:39 CDT 2019,  Mon Jun 10 04:03:38 CDT 2019,00:08:59,8,539,0,0,0,0,0
2076,WALMART_M,  Mon Jun 17 03:01:39 CDT 2019,  Mon Jun 17 03:08:52 CDT 2019,00:07:13,7,433,0,0,0,0,0
2077,WALMART_M,  Mon Jun 24 01:57:12 CDT 2019,  Mon Jun 24 02:04:01 CDT 2019,00:06:49,6,409,0,0,0,0,0
2078,WALMART_M,  Mon Jul  1 07:00:08 CDT 2019,  Mon Jul  1 07:05:16 CDT 2019,00:05:08,5,308,0,0,0,0,0
2079,WALMART_M,  Mon Jul  8 06:29:24 CDT 2019,  Mon Jul  8 06:35:20 CDT 2019,00:05:56,5,356,0,0,0,0,0
2080,WALMART_M,  Mon Jul 15 02:11:26 CDT 2019,  Mon Jul 15 02:21:13 CDT 2019,00:09:47,9,587,0,0,0,0,0
2081,WALMART_M,  Mon Jul 22 01:29:33 CDT 2019,  Mon Jul 22 01:40:48 CDT 2019,00:11:15,11,675,0,0,0,0,0
2082,WALMART_M,  Mon Jul 29 05:31:00 CDT 2019,  Mon Jul 29 05:40:31 CDT 2019,00:09:31,9,571,0,0,0,0,0
2083,WALMART_M,  Mon Aug  5 02:42:55 CDT 2019,  Mon Aug  5 02:54:14 CDT 2019,00:11:19,11,679,0,0,0,0,0
2084,WALMART_M,  Mon Aug 12 04:58:48 CDT 2019,  Mon Aug 12 05:07:58 CDT 2019,00:09:10,9,550,0,0,0,0,0
2085,WALMART_M,  Tue Aug 20 15:59:56 CDT 2019,  Tue Aug 20 16:08:27 CDT 2019,00:08:31,8,511,0,0,0,0,0
2086,WALMART_M,  Mon Aug 26 02:32:50 CDT 2019,  Mon Aug 26 02:45:30 CDT 2019,00:12:40,12,760,0,0,0,0,0
2087,WALMART_M,  Mon Sep  2 04:25:17 CDT 2019,  Mon Sep  2 04:39:58 CDT 2019,00:14:41,14,881,0,0,0,0,0
2088,WALMART_M,  Mon Sep  9 06:32:33 CDT 2019,  Mon Sep  9 06:40:00 CDT 2019,00:07:27,7,447,0,0,0,0,0
2089,WALMART_M,  Mon Sep 16 02:48:30 CDT 2019,  Mon Sep 16 02:59:13 CDT 2019,00:10:43,10,643,0,0,0,0,0
2090,WALMART_M,  Mon Sep 23 04:58:58 CDT 2019,  Mon Sep 23 05:09:08 CDT 2019,00:10:10,10,610,0,0,0,0,0
2091,WALMART_M,  Mon Sep 30 01:54:33 CDT 2019,  Mon Sep 30 02:01:40 CDT 2019,00:07:07,7,427,0,0,0,0,0
2092,WALMART_M,  Mon Oct  7 02:59:27 CDT 2019,  Mon Oct  7 03:09:22 CDT 2019,00:09:55,9,595,250,2,17,81,350
2093,WALMART_M,  Mon Oct 14 02:49:20 CDT 2019,  Mon Oct 14 03:00:04 CDT 2019,00:10:44,10,644,251,2,17,82,352
2094,WALMART_M,  Mon Oct 21 02:04:53 CDT 2019,  Mon Oct 21 02:10:39 CDT 2019,00:05:46,5,346,250,2,17,81,350
2095,WALMART_M,  Mon Oct 28 01:46:39 CDT 2019,  Mon Oct 28 01:54:03 CDT 2019,00:07:24,7,444,239,2,16,77,334
2096,WALMART_M,  Mon Nov  4 04:35:07 CST 2019,  Mon Nov  4 04:41:43 CST 2019,00:06:36,6,396,222,2,16,74,314
2097,WALMART_M,  Mon Nov 11 02:01:51 CST 2019,  Mon Nov 11 02:07:53 CST 2019,00:06:02,6,362,223,2,16,75,316
2098,WALMART_M,  Mon Nov 18 01:55:07 CST 2019,  Mon Nov 18 02:04:02 CST 2019,00:08:55,8,535,223,2,16,74,315
2099,WALMART_M,  Mon Nov 25 01:55:01 CST 2019,  Mon Nov 25 02:03:59 CST 2019,00:08:58,8,538,241,2,16,78,337
2100,WALMART_M,  Mon Dec  2 01:51:17 CST 2019,  Mon Dec  2 01:56:18 CST 2019,00:05:01,5,301,197,2,15,69,283
2101,WALMART_M,  Mon Dec  9 02:21:26 CST 2019,  Mon Dec  9 02:27:16 CST 2019,00:05:50,5,350,198,2,15,70,285
2102,WALMART_M,  Mon Dec 16 02:37:17 CST 2019,  Mon Dec 16 02:45:42 CST 2019,00:08:25,8,505,224,2,16,75,317
2103,WALMART_M,  Mon Dec 23 01:59:25 CST 2019,  Mon Dec 23 02:06:15 CST 2019,00:06:50,6,410,224,2,16,75,317
2104,WALMART_M,  Mon Dec 30 02:28:34 CST 2019,  Mon Dec 30 02:36:05 CST 2019,00:07:31,7,451,241,2,16,78,337
2105,WALMART_M,  Mon Jan  6 02:14:29 CST 2020,  Mon Jan  6 02:21:19 CST 2020,00:06:50,6,410,217,2,14,72,305
2106,WALMART_M,  Mon Jan 13 01:51:52 CST 2020,  Mon Jan 13 01:59:04 CST 2020,00:07:12,7,432,216,2,14,71,303
1940,WALMART_V18, Fri Nov 11 11:20:40 CST 2016, Fri Nov 11 11:38:23 CST 2016,00:17:43,17,1063,0,0,0,0,0
1941,WALMART_V18, Fri Nov 18 03:55:53 CST 2016, Fri Nov 18 04:10:48 CST 2016,00:14:55,14,895,0,0,0,0,0
1942,WALMART_V18, Thu Nov 24 13:10:08 CST 2016, Thu Nov 24 13:19:46 CST 2016,00:09:38,9,578,0,0,0,0,0
1943,WALMART_V18, Thu Dec  1 22:19:14 CST 2016, Thu Dec  1 22:32:33 CST 2016,00:13:19,13,799,0,0,0,0,0
1944,WALMART_V18, Sat Dec 10 01:18:02 CST 2016, Sat Dec 10 01:27:38 CST 2016,00:09:36,9,576,0,0,0,0,0
1945,WALMART_V18, Thu Dec 15 05:26:13 CST 2016, Thu Dec 15 05:36:12 CST 2016,00:09:59,9,599,0,0,0,0,0
1946,WALMART_V18, Thu Dec 22 23:11:35 CST 2016, Thu Dec 22 23:20:33 CST 2016,00:08:58,8,538,0,0,0,0,0
1947,WALMART_V18, Thu Dec 29 02:01:51 CST 2016, Thu Dec 29 02:11:16 CST 2016,00:09:25,9,565,0,0,0,0,0
2000,WALMART_V18, Tue Jan  2 11:02:07 CST 2018, Tue Jan  2 11:18:41 CST 2018,00:16:34,16,994,0,0,0,0,0
2001,WALMART_V18, Wed Jan 10 07:57:52 CST 2018, Wed Jan 10 08:13:22 CST 2018,00:15:30,15,930,0,0,0,0,0
2002,WALMART_V18, Wed Jan 17 04:05:07 CST 2018, Wed Jan 17 04:25:08 CST 2018,00:20:01,20,1201,0,0,0,0,0
2003,WALMART_V18, Wed Jan 24 13:24:17 CST 2018, Wed Jan 24 13:35:50 CST 2018,00:11:33,11,693,0,0,0,0,0
2004,WALMART_V18, Tue Jan 30 19:07:43 CST 2018, Tue Jan 30 19:25:01 CST 2018,00:17:18,17,1038,0,0,0,0,0
2005,WALMART_V18, Tue Feb  6 03:10:10 CST 2018, Tue Feb  6 03:22:47 CST 2018,00:12:37,12,757,0,0,0,0,0
2006,WALMART_V18, Tue Feb 13 13:50:10 CST 2018, Tue Feb 13 14:02:16 CST 2018,00:12:06,12,726,0,0,0,0,0
2007,WALMART_V18, Tue Feb 20 15:40:35 CST 2018, Tue Feb 20 15:58:00 CST 2018,00:17:25,17,1045,0,0,0,0,0
2008,WALMART_V18, Wed Feb 28 10:48:31 CST 2018, Wed Feb 28 11:19:05 CST 2018,00:30:34,30,1834,0,0,0,0,0
2009,WALMART_V18, Tue Mar  6 06:45:02 CST 2018, Tue Mar  6 07:00:57 CST 2018,00:15:55,15,955,0,0,0,0,0
2010,WALMART_V18, Tue Mar 13 06:23:58 CDT 2018, Tue Mar 13 06:43:48 CDT 2018,00:19:50,19,1190,0,0,0,0,0
2011,WALMART_V18, Tue Mar 20 18:00:50 CDT 2018, Tue Mar 20 18:21:27 CDT 2018,00:20:37,20,1237,0,0,0,0,0
2012,WALMART_V18, Tue Mar 27 09:47:47 CDT 2018, Tue Mar 27 10:08:25 CDT 2018,00:20:38,20,1238,0,0,0,0,0
2013,WALMART_V18, Wed Apr  4 00:39:01 CDT 2018, Wed Apr  4 00:55:26 CDT 2018,00:16:25,16,985,0,0,0,0,0
2014,WALMART_V18, Tue Apr 10 04:03:16 CDT 2018, Tue Apr 10 04:39:08 CDT 2018,00:35:52,35,2152,0,0,0,0,0
2015,WALMART_V18, Tue Apr 17 02:27:39 CDT 2018, Tue Apr 17 02:45:32 CDT 2018,00:17:53,17,1073,0,0,0,0,0
2016,WALMART_V18, Tue Apr 24 20:11:45 CDT 2018, Tue Apr 24 20:49:15 CDT 2018,00:37:30,37,2250,0,0,0,0,0
2017,WALMART_V18, Tue May  1 04:35:07 CDT 2018, Tue May  1 04:54:57 CDT 2018,00:19:50,19,1190,0,0,0,0,0
2018,WALMART_V18, Wed May  9 13:14:23 CDT 2018, Wed May  9 13:39:33 CDT 2018,00:25:10,25,1510,0,0,0,0,0
2019,WALMART_V18, Wed May 16 10:22:32 CDT 2018, Wed May 16 10:47:53 CDT 2018,00:25:21,25,1521,0,0,0,0,0
2020,WALMART_V18, Wed May 23 14:41:33 CDT 2018, Wed May 23 15:04:47 CDT 2018,00:23:14,23,1394,0,0,0,0,0
2021,WALMART_V18, Thu May 31 07:20:12 CDT 2018, Thu May 31 07:47:43 CDT 2018,00:27:31,27,1651,0,0,0,0,0
2022,WALMART_V18, Wed Jun  6 09:13:29 CDT 2018, Wed Jun  6 09:29:18 CDT 2018,00:15:49,15,949,0,0,0,0,0
2023,WALMART_V18, Wed Jun 13 07:12:05 CDT 2018, Wed Jun 13 07:31:57 CDT 2018,00:19:52,19,1192,0,0,0,0,0
2024,WALMART_V18, Tue Jun 19 20:09:49 CDT 2018, Tue Jun 19 21:15:20 CDT 2018,01:05:31,65,3931,0,0,0,0,0
2025,WALMART_V18, Wed Jun 27 10:28:58 CDT 2018, Wed Jun 27 10:56:18 CDT 2018,00:27:20,27,1640,0,0,0,0,0
2026,WALMART_V18, Wed Jul  4 13:27:05 CDT 2018, Wed Jul  4 13:52:33 CDT 2018,00:25:28,25,1528,0,0,0,0,0
2027,WALMART_V18, Wed Jul 11 07:48:57 CDT 2018, Wed Jul 11 08:23:25 CDT 2018,00:34:28,34,2068,0,0,0,0,0
2028,WALMART_V18, Tue Jul 17 15:20:54 CDT 2018, Tue Jul 17 15:46:05 CDT 2018,00:25:11,25,1511,0,0,0,0,0
2029,WALMART_V18, Wed Jul 25 12:57:29 CDT 2018, Wed Jul 25 13:20:34 CDT 2018,00:23:05,23,1385,0,0,0,0,0
2030,WALMART_V18, Tue Jul 31 23:45:25 CDT 2018, Wed Aug  1 00:17:48 CDT 2018,00:32:23,32,1943,0,0,0,0,0
2031,WALMART_V18, Wed Aug  8 07:15:29 CDT 2018, Wed Aug  8 07:38:54 CDT 2018,00:23:25,23,1405,0,0,0,0,0
2032,WALMART_V18, Tue Aug 14 02:33:50 CDT 2018, Tue Aug 14 03:03:35 CDT 2018,00:29:45,29,1785,0,0,0,0,0
2033,WALMART_V18, Tue Aug 21 17:44:12 CDT 2018, Tue Aug 21 18:12:21 CDT 2018,00:28:09,28,1689,0,0,0,0,0
2034,WALMART_V18, Thu Aug 30 23:45:44 CDT 2018, Fri Aug 31 00:13:08 CDT 2018,00:27:24,27,1644,0,0,0,0,0
2035,WALMART_V18, Wed Sep  5 14:37:29 CDT 2018, Wed Sep  5 15:00:26 CDT 2018,00:22:57,22,1377,0,0,0,0,0
2036,WALMART_V18, Thu Sep 13 14:14:49 CDT 2018, Thu Sep 13 14:41:06 CDT 2018,00:26:17,26,1577,0,0,0,0,0
2037,WALMART_V18, Thu Sep 20 13:30:56 CDT 2018, Thu Sep 20 13:49:19 CDT 2018,00:18:23,18,1103,0,0,0,0,0
2040,WALMART_V18, Mon Oct  8 23:42:51 CDT 2018, Tue Oct  9 00:17:09 CDT 2018,00:34:18,34,2058,0,0,0,0,0
2049,WALMART_V18,  Tue Dec 11 07:11:56 CST 2018,  Tue Dec 11 07:19:14 CST 2018,00:07:18,7,438,0,0,0,0,0
2050,WALMART_V18,  Mon Dec 17 14:22:59 CST 2018,  Mon Dec 17 14:29:09 CST 2018,00:06:10,6,370,0,0,0,0,0
2052,WALMART_V18,  Mon Dec 31 16:14:20 CST 2018,  Mon Dec 31 16:20:57 CST 2018,00:06:37,6,397,0,0,0,0,0
2083,WEATHER,  Wed Aug  7 05:43:06 CDT 2019,  Wed Aug  7 05:44:35 CDT 2019,00:01:29,1,89,0,0,0,0,0
2036,WLGRN, Thu Sep 13 12:39:42 CDT 2018, Thu Sep 13 12:54:40 CDT 2018,00:14:58,14,898,0,0,0,0,0
2051,WLGRN,  Mon Dec 24 18:10:31 CST 2018,  Mon Dec 24 18:26:08 CST 2018,00:15:37,15,937,0,0,0,0,0
2053,WLGRN,  Tue Jan  8 04:30:50 CST 2019,  Tue Jan  8 04:39:34 CST 2019,00:08:44,8,524,0,0,0,0,0
2033,WLGRNS_M, Tue Aug 21 11:40:48 CDT 2018, Tue Aug 21 11:44:29 CDT 2018,00:03:41,3,221,0,0,0,0,0
2034,WLGRNS_M, Wed Aug 29 14:46:28 CDT 2018, Wed Aug 29 15:03:04 CDT 2018,00:16:36,16,996,0,0,0,0,0
2035,WLGRNS_M, Wed Sep  5 20:54:13 CDT 2018, Wed Sep  5 21:06:29 CDT 2018,00:12:16,12,736,0,0,0,0,0
2036,WLGRNS_M, Wed Sep 12 00:05:28 CDT 2018, Wed Sep 12 00:25:21 CDT 2018,00:19:53,19,1193,0,0,0,0,0
2037,WLGRNS_M, Tue Sep 18 21:05:50 CDT 2018, Tue Sep 18 21:20:08 CDT 2018,00:14:18,14,858,0,0,0,0,0
2038,WLGRNS_M, Thu Sep 27 06:36:04 CDT 2018, Thu Sep 27 07:01:51 CDT 2018,00:25:47,25,1547,0,0,0,0,0
2039,WLGRNS_M, Wed Oct  3 04:46:10 CDT 2018, Wed Oct  3 05:08:13 CDT 2018,00:22:03,22,1323,0,0,0,0,0
2040,WLGRNS_M, Mon Oct  8 18:19:18 CDT 2018, Mon Oct  8 18:48:53 CDT 2018,00:29:35,29,1775,0,0,0,0,0
2041,WLGRNS_M, Mon Oct 15 13:40:41 CDT 2018, Mon Oct 15 14:02:13 CDT 2018,00:21:32,21,1292,0,0,0,0,0
2042,WLGRNS_M, Tue Oct 23 11:49:30 CDT 2018, Tue Oct 23 12:04:53 CDT 2018,00:15:23,15,923,0,0,0,0,0
2043,WLGRNS_M, Tue Oct 30 20:52:23 CDT 2018, Tue Oct 30 21:07:39 CDT 2018,00:15:16,15,916,0,0,0,0,0
2044,WLGRNS_M, Tue Nov  6 13:07:36 CST 2018, Tue Nov  6 13:30:55 CST 2018,00:23:19,23,1399,0,0,0,0,0
2045,WLGRNS_M, Tue Nov 13 08:13:56 CST 2018, Tue Nov 13 08:32:02 CST 2018,00:18:06,18,1086,0,0,0,0,0
2046,WLGRNS_M,  Mon Nov 19 23:19:54 CST 2018,  Mon Nov 19 23:37:14 CST 2018,00:17:20,17,1040,0,0,0,0,0
2047,WLGRNS_M,  Tue Nov 27 06:13:48 CST 2018,  Tue Nov 27 06:29:11 CST 2018,00:15:23,15,923,0,0,0,0,0
2048,WLGRNS_M,  Tue Dec  4 12:12:25 CST 2018,  Tue Dec  4 12:46:31 CST 2018,00:34:06,34,2046,0,0,0,0,0
2049,WLGRNS_M,  Tue Dec 11 07:04:25 CST 2018,  Tue Dec 11 07:13:50 CST 2018,00:09:25,9,565,0,0,0,0,0
2050,WLGRNS_M,  Mon Dec 17 14:37:33 CST 2018,  Mon Dec 17 14:47:45 CST 2018,00:10:12,10,612,0,0,0,0,0
2051,WLGRNS_M,  Mon Dec 24 18:10:40 CST 2018,  Mon Dec 24 18:19:46 CST 2018,00:09:06,9,546,0,0,0,0,0
2052,WLGRNS_M,  Mon Dec 31 16:17:47 CST 2018,  Mon Dec 31 16:29:29 CST 2018,00:11:42,11,702,0,0,0,0,0
2053,WLGRNS_M,  Tue Jan  8 04:30:58 CST 2019,  Tue Jan  8 04:41:31 CST 2019,00:10:33,10,633,0,0,0,0,0
2054,WLGRNS_M,  Tue Jan 15 00:43:47 CST 2019,  Tue Jan 15 00:54:29 CST 2019,00:10:42,10,642,0,0,0,0,0
2055,WLGRNS_M,  Mon Jan 21 07:41:58 CST 2019,  Mon Jan 21 07:56:44 CST 2019,00:14:46,14,886,0,0,0,0,0
2056,WLGRNS_M,  Mon Jan 28 06:22:09 CST 2019,  Mon Jan 28 06:34:20 CST 2019,00:12:11,12,731,0,0,0,0,0
2057,WLGRNS_M,  Mon Feb  4 09:13:28 CST 2019,  Mon Feb  4 09:20:01 CST 2019,00:06:33,6,393,0,0,0,0,0
2058,WLGRNS_M,  Mon Feb 11 07:25:09 CST 2019,  Mon Feb 11 07:31:37 CST 2019,00:06:28,6,388,0,0,0,0,0
2059,WLGRNS_M,  Mon Feb 18 05:57:16 CST 2019,  Mon Feb 18 06:03:24 CST 2019,00:06:08,6,368,0,0,0,0,0
2060,WLGRNS_M,  Mon Feb 25 09:02:18 CST 2019,  Mon Feb 25 09:08:48 CST 2019,00:06:30,6,390,0,0,0,0,0
2061,WLGRNS_M,  Mon Mar  4 04:59:23 CST 2019,  Mon Mar  4 05:05:06 CST 2019,00:05:43,5,343,0,0,0,0,0
2062,WLGRNS_M,  Mon Mar 11 14:59:59 CDT 2019,  Mon Mar 11 15:06:52 CDT 2019,00:06:53,6,413,0,0,0,0,0
2063,WLGRNS_M,  Mon Mar 18 04:48:28 CDT 2019,  Mon Mar 18 04:54:12 CDT 2019,00:05:44,5,344,0,0,0,0,0
2064,WLGRNS_M,  Mon Mar 25 05:12:50 CDT 2019,  Mon Mar 25 05:22:41 CDT 2019,00:09:51,9,591,0,0,0,0,0
2065,WLGRNS_M,  Mon Apr  1 09:08:53 CDT 2019,  Mon Apr  1 09:15:39 CDT 2019,00:06:46,6,406,0,0,0,0,0
2066,WLGRNS_M,  Mon Apr  8 07:43:59 CDT 2019,  Mon Apr  8 07:51:28 CDT 2019,00:07:29,7,449,0,0,0,0,0
2067,WLGRNS_M,  Mon Apr 15 08:39:18 CDT 2019,  Mon Apr 15 08:45:46 CDT 2019,00:06:28,6,388,0,0,0,0,0
2068,WLGRNS_M,  Mon Apr 22 13:42:59 CDT 2019,  Mon Apr 22 13:49:45 CDT 2019,00:06:46,6,406,0,0,0,0,0
2069,WLGRNS_M,  Mon Apr 29 09:58:28 CDT 2019,  Mon Apr 29 10:06:10 CDT 2019,00:07:42,7,462,0,0,0,0,0
2070,WLGRNS_M,  Mon May  6 06:48:43 CDT 2019,  Mon May  6 06:55:45 CDT 2019,00:07:02,7,422,0,0,0,0,0
2071,WLGRNS_M,  Mon May 13 09:02:36 CDT 2019,  Mon May 13 09:13:53 CDT 2019,00:11:17,11,677,0,0,0,0,0
2072,WLGRNS_M,  Mon May 20 07:14:13 CDT 2019,  Mon May 20 07:20:09 CDT 2019,00:05:56,5,356,0,0,0,0,0
2073,WLGRNS_M,  Mon May 27 08:07:41 CDT 2019,  Mon May 27 08:11:48 CDT 2019,00:04:07,4,247,0,0,0,0,0
2074,WLGRNS_M,  Mon Jun  3 05:33:30 CDT 2019,  Mon Jun  3 05:42:56 CDT 2019,00:09:26,9,566,0,0,0,0,0
2075,WLGRNS_M,  Mon Jun 10 03:54:40 CDT 2019,  Mon Jun 10 04:05:11 CDT 2019,00:10:31,10,631,0,0,0,0,0
2076,WLGRNS_M,  Mon Jun 17 03:01:12 CDT 2019,  Mon Jun 17 03:10:44 CDT 2019,00:09:32,9,572,0,0,0,0,0
2077,WLGRNS_M,  Mon Jun 24 01:59:00 CDT 2019,  Mon Jun 24 02:07:44 CDT 2019,00:08:44,8,524,0,0,0,0,0
